date,exists,filename,version,revision,n_lpw_l2_files,status
2016-04-10,yes,mvn_lpw_l2_mrgscpot_20160410_v02_r02.cdf,2,2,3,ok
2016-04-11,yes,mvn_lpw_l2_mrgscpot_20160411_v02_r02.cdf,2,2,3,ok
2016-04-12,yes,mvn_lpw_l2_mrgscpot_20160412_v02_r02.cdf,2,2,4,ok
2016-04-13,yes,mvn_lpw_l2_mrgscpot_20160413_v02_r02.cdf,2,2,3,ok
2016-04-14,yes,mvn_lpw_l2_mrgscpot_20160414_v02_r02.cdf,2,2,3,ok
2016-04-15,yes,mvn_lpw_l2_mrgscpot_20160415_v02_r02.cdf,2,2,7,ok
2016-04-16,yes,mvn_lpw_l2_mrgscpot_20160416_v02_r02.cdf,2,2,3,ok
2016-04-17,yes,mvn_lpw_l2_mrgscpot_20160417_v02_r02.cdf,2,2,3,ok
2016-04-18,yes,mvn_lpw_l2_mrgscpot_20160418_v02_r02.cdf,2,2,3,ok
2016-04-19,yes,mvn_lpw_l2_mrgscpot_20160419_v02_r02.cdf,2,2,10,ok
2016-04-20,yes,mvn_lpw_l2_mrgscpot_20160420_v02_r02.cdf,2,2,3,ok
2016-04-21,yes,mvn_lpw_l2_mrgscpot_20160421_v02_r02.cdf,2,2,3,ok
2016-04-22,yes,mvn_lpw_l2_mrgscpot_20160422_v02_r02.cdf,2,2,3,ok
2016-04-23,yes,mvn_lpw_l2_mrgscpot_20160423_v02_r02.cdf,2,2,3,ok
2016-04-24,yes,mvn_lpw_l2_mrgscpot_20160424_v02_r02.cdf,2,2,3,ok
2016-04-25,yes,mvn_lpw_l2_mrgscpot_20160425_v02_r03.cdf,2,3,3,ok
2016-04-26,yes,mvn_lpw_l2_mrgscpot_20160426_v02_r03.cdf,2,3,3,ok
2016-04-27,yes,mvn_lpw_l2_mrgscpot_20160427_v02_r03.cdf,2,3,3,ok
2016-04-28,yes,mvn_lpw_l2_mrgscpot_20160428_v02_r03.cdf,2,3,3,ok
2016-04-29,yes,mvn_lpw_l2_mrgscpot_20160429_v02_r03.cdf,2,3,3,ok
2016-04-30,yes,mvn_lpw_l2_mrgscpot_20160430_v02_r03.cdf,2,3,3,ok
2016-05-01,yes,mvn_lpw_l2_mrgscpot_20160501_v02_r02.cdf,2,2,3,ok
2016-05-02,yes,mvn_lpw_l2_mrgscpot_20160502_v02_r02.cdf,2,2,3,ok
2016-05-03,yes,mvn_lpw_l2_mrgscpot_20160503_v02_r02.cdf,2,2,3,ok
2016-05-04,yes,mvn_lpw_l2_mrgscpot_20160504_v02_r02.cdf,2,2,3,ok
2016-05-05,yes,mvn_lpw_l2_mrgscpot_20160505_v02_r02.cdf,2,2,3,ok
2016-05-06,yes,mvn_lpw_l2_mrgscpot_20160506_v02_r02.cdf,2,2,3,ok
2016-05-07,yes,mvn_lpw_l2_mrgscpot_20160507_v02_r02.cdf,2,2,3,ok
2016-05-08,yes,mvn_lpw_l2_mrgscpot_20160508_v02_r02.cdf,2,2,3,ok
2016-05-09,yes,mvn_lpw_l2_mrgscpot_20160509_v02_r02.cdf,2,2,3,ok
2016-05-10,yes,mvn_lpw_l2_mrgscpot_20160510_v02_r02.cdf,2,2,3,ok
2016-05-11,yes,mvn_lpw_l2_mrgscpot_20160511_v02_r02.cdf,2,2,3,ok
2016-05-12,yes,mvn_lpw_l2_mrgscpot_20160512_v02_r02.cdf,2,2,3,ok
2016-05-13,yes,mvn_lpw_l2_mrgscpot_20160513_v02_r02.cdf,2,2,3,ok
2016-05-14,yes,mvn_lpw_l2_mrgscpot_20160514_v02_r02.cdf,2,2,3,ok
2016-05-15,yes,mvn_lpw_l2_mrgscpot_20160515_v02_r02.cdf,2,2,3,ok
2016-05-16,yes,mvn_lpw_l2_mrgscpot_20160516_v02_r02.cdf,2,2,3,ok
2016-05-17,yes,mvn_lpw_l2_mrgscpot_20160517_v02_r02.cdf,2,2,3,ok
2016-05-18,yes,mvn_lpw_l2_mrgscpot_20160518_v02_r02.cdf,2,2,3,ok
2016-05-19,yes,mvn_lpw_l2_mrgscpot_20160519_v02_r02.cdf,2,2,3,ok
2016-05-20,yes,mvn_lpw_l2_mrgscpot_20160520_v02_r02.cdf,2,2,3,ok
2016-05-21,yes,mvn_lpw_l2_mrgscpot_20160521_v02_r02.cdf,2,2,3,ok
2016-05-22,yes,mvn_lpw_l2_mrgscpot_20160522_v02_r02.cdf,2,2,3,ok
2016-05-23,yes,mvn_lpw_l2_mrgscpot_20160523_v02_r02.cdf,2,2,3,ok
2016-05-24,yes,mvn_lpw_l2_mrgscpot_20160524_v02_r02.cdf,2,2,3,ok
2016-05-25,yes,mvn_lpw_l2_mrgscpot_20160525_v02_r02.cdf,2,2,3,ok
2016-05-26,yes,mvn_lpw_l2_mrgscpot_20160526_v02_r02.cdf,2,2,3,ok
2016-05-27,yes,mvn_lpw_l2_mrgscpot_20160527_v02_r02.cdf,2,2,3,ok
2016-05-28,yes,mvn_lpw_l2_mrgscpot_20160528_v02_r02.cdf,2,2,3,ok
2016-05-29,yes,mvn_lpw_l2_mrgscpot_20160529_v02_r03.cdf,2,3,10,ok
2016-05-30,yes,mvn_lpw_l2_mrgscpot_20160530_v02_r02.cdf,2,2,3,ok
2016-05-31,yes,mvn_lpw_l2_mrgscpot_20160531_v02_r02.cdf,2,2,3,ok
2016-06-01,yes,mvn_lpw_l2_mrgscpot_20160601_v02_r02.cdf,2,2,3,ok
2016-06-02,yes,mvn_lpw_l2_mrgscpot_20160602_v02_r02.cdf,2,2,3,ok
2016-06-03,yes,mvn_lpw_l2_mrgscpot_20160603_v02_r02.cdf,2,2,3,ok
2016-06-04,yes,mvn_lpw_l2_mrgscpot_20160604_v02_r02.cdf,2,2,3,ok
2016-06-05,yes,mvn_lpw_l2_mrgscpot_20160605_v02_r02.cdf,2,2,3,ok
2016-06-06,yes,mvn_lpw_l2_mrgscpot_20160606_v02_r02.cdf,2,2,3,ok
2016-06-07,yes,mvn_lpw_l2_mrgscpot_20160607_v02_r02.cdf,2,2,3,ok
2016-06-08,yes,mvn_lpw_l2_mrgscpot_20160608_v02_r02.cdf,2,2,3,ok
2016-06-09,yes,mvn_lpw_l2_mrgscpot_20160609_v02_r02.cdf,2,2,3,ok
2016-06-10,yes,mvn_lpw_l2_mrgscpot_20160610_v02_r02.cdf,2,2,3,ok
2016-06-11,yes,mvn_lpw_l2_mrgscpot_20160611_v02_r02.cdf,2,2,3,ok
2016-06-12,yes,mvn_lpw_l2_mrgscpot_20160612_v02_r02.cdf,2,2,3,ok
2016-06-13,yes,mvn_lpw_l2_mrgscpot_20160613_v02_r02.cdf,2,2,3,ok
2016-06-14,yes,mvn_lpw_l2_mrgscpot_20160614_v02_r02.cdf,2,2,3,ok
2016-06-15,yes,mvn_lpw_l2_mrgscpot_20160615_v02_r02.cdf,2,2,3,ok
2016-06-16,yes,mvn_lpw_l2_mrgscpot_20160616_v02_r02.cdf,2,2,3,ok
2016-06-17,yes,mvn_lpw_l2_mrgscpot_20160617_v02_r02.cdf,2,2,3,ok
2016-06-18,yes,mvn_lpw_l2_mrgscpot_20160618_v02_r03.cdf,2,3,3,ok
2016-06-19,yes,mvn_lpw_l2_mrgscpot_20160619_v02_r03.cdf,2,3,3,ok
2016-06-20,yes,mvn_lpw_l2_mrgscpot_20160620_v02_r03.cdf,2,3,3,ok
2016-06-21,yes,mvn_lpw_l2_mrgscpot_20160621_v02_r03.cdf,2,3,3,ok
2016-06-22,yes,mvn_lpw_l2_mrgscpot_20160622_v02_r03.cdf,2,3,9,ok
2016-06-23,yes,mvn_lpw_l2_mrgscpot_20160623_v02_r03.cdf,2,3,3,ok
2016-06-24,yes,mvn_lpw_l2_mrgscpot_20160624_v02_r03.cdf,2,3,3,ok
2016-06-25,yes,mvn_lpw_l2_mrgscpot_20160625_v02_r03.cdf,2,3,3,ok
2016-06-26,yes,mvn_lpw_l2_mrgscpot_20160626_v02_r03.cdf,2,3,3,ok
2016-06-27,yes,mvn_lpw_l2_mrgscpot_20160627_v02_r03.cdf,2,3,3,ok
2016-06-28,yes,mvn_lpw_l2_mrgscpot_20160628_v02_r03.cdf,2,3,3,ok
2016-06-29,yes,mvn_lpw_l2_mrgscpot_20160629_v02_r03.cdf,2,3,3,ok
2016-06-30,yes,mvn_lpw_l2_mrgscpot_20160630_v02_r03.cdf,2,3,3,ok
2016-07-01,yes,mvn_lpw_l2_mrgscpot_20160701_v02_r03.cdf,2,3,3,ok
2016-07-02,yes,mvn_lpw_l2_mrgscpot_20160702_v02_r03.cdf,2,3,3,ok
2016-07-03,yes,mvn_lpw_l2_mrgscpot_20160703_v02_r03.cdf,2,3,3,ok
2016-07-04,yes,mvn_lpw_l2_mrgscpot_20160704_v02_r03.cdf,2,3,3,ok
2016-07-05,yes,mvn_lpw_l2_mrgscpot_20160705_v02_r03.cdf,2,3,3,ok
2016-07-06,yes,mvn_lpw_l2_mrgscpot_20160706_v02_r03.cdf,2,3,3,ok
2016-07-07,yes,mvn_lpw_l2_mrgscpot_20160707_v02_r03.cdf,2,3,3,ok
2016-07-08,yes,mvn_lpw_l2_mrgscpot_20160708_v02_r03.cdf,2,3,4,ok
2016-07-09,yes,mvn_lpw_l2_mrgscpot_20160709_v02_r03.cdf,2,3,3,ok
2016-07-10,yes,mvn_lpw_l2_mrgscpot_20160710_v02_r03.cdf,2,3,3,ok
2016-07-11,yes,mvn_lpw_l2_mrgscpot_20160711_v02_r03.cdf,2,3,3,ok
2016-07-12,yes,mvn_lpw_l2_mrgscpot_20160712_v02_r03.cdf,2,3,3,ok
2016-07-13,yes,mvn_lpw_l2_mrgscpot_20160713_v02_r03.cdf,2,3,3,ok
2016-07-14,yes,mvn_lpw_l2_mrgscpot_20160714_v02_r03.cdf,2,3,3,ok
2016-07-15,yes,mvn_lpw_l2_mrgscpot_20160715_v02_r03.cdf,2,3,3,ok
2016-07-16,yes,mvn_lpw_l2_mrgscpot_20160716_v02_r03.cdf,2,3,3,ok
2016-07-17,yes,mvn_lpw_l2_mrgscpot_20160717_v02_r03.cdf,2,3,3,ok
2016-07-18,yes,mvn_lpw_l2_mrgscpot_20160718_v02_r03.cdf,2,3,3,ok
2016-07-19,yes,mvn_lpw_l2_mrgscpot_20160719_v02_r03.cdf,2,3,3,ok
2016-07-20,yes,mvn_lpw_l2_mrgscpot_20160720_v02_r03.cdf,2,3,3,ok
2016-07-21,yes,mvn_lpw_l2_mrgscpot_20160721_v02_r03.cdf,2,3,10,ok
2016-07-22,yes,mvn_lpw_l2_mrgscpot_20160722_v02_r03.cdf,2,3,3,ok
2016-07-23,yes,mvn_lpw_l2_mrgscpot_20160723_v02_r03.cdf,2,3,3,ok
2016-07-24,yes,mvn_lpw_l2_mrgscpot_20160724_v02_r03.cdf,2,3,3,ok
2016-07-25,yes,mvn_lpw_l2_mrgscpot_20160725_v02_r03.cdf,2,3,3,ok
2016-07-26,yes,mvn_lpw_l2_mrgscpot_20160726_v02_r03.cdf,2,3,3,ok
2016-07-27,yes,mvn_lpw_l2_mrgscpot_20160727_v02_r03.cdf,2,3,3,ok
2016-07-28,yes,mvn_lpw_l2_mrgscpot_20160728_v02_r03.cdf,2,3,3,ok
2016-07-29,yes,mvn_lpw_l2_mrgscpot_20160729_v02_r03.cdf,2,3,3,ok
2016-07-30,yes,mvn_lpw_l2_mrgscpot_20160730_v02_r03.cdf,2,3,3,ok
2016-07-31,yes,mvn_lpw_l2_mrgscpot_20160731_v02_r03.cdf,2,3,3,ok
2016-08-01,yes,mvn_lpw_l2_mrgscpot_20160801_v02_r04.cdf,2,4,3,ok
2016-08-02,yes,mvn_lpw_l2_mrgscpot_20160802_v02_r04.cdf,2,4,3,ok
2016-08-03,yes,mvn_lpw_l2_mrgscpot_20160803_v02_r04.cdf,2,4,3,ok
2016-08-04,yes,mvn_lpw_l2_mrgscpot_20160804_v02_r04.cdf,2,4,10,ok
2016-08-05,yes,mvn_lpw_l2_mrgscpot_20160805_v02_r04.cdf,2,4,3,ok
2016-08-06,yes,mvn_lpw_l2_mrgscpot_20160806_v02_r04.cdf,2,4,3,ok
2016-08-07,yes,mvn_lpw_l2_mrgscpot_20160807_v02_r04.cdf,2,4,3,ok
2016-08-08,yes,mvn_lpw_l2_mrgscpot_20160808_v02_r04.cdf,2,4,3,ok
2016-08-09,yes,mvn_lpw_l2_mrgscpot_20160809_v02_r04.cdf,2,4,3,ok
2016-08-10,yes,mvn_lpw_l2_mrgscpot_20160810_v02_r04.cdf,2,4,3,ok
2016-08-11,yes,mvn_lpw_l2_mrgscpot_20160811_v02_r04.cdf,2,4,3,ok
2016-08-12,yes,mvn_lpw_l2_mrgscpot_20160812_v02_r04.cdf,2,4,3,ok
2016-08-13,yes,mvn_lpw_l2_mrgscpot_20160813_v02_r04.cdf,2,4,3,ok
2016-08-14,yes,mvn_lpw_l2_mrgscpot_20160814_v02_r04.cdf,2,4,3,ok
2016-08-15,yes,mvn_lpw_l2_mrgscpot_20160815_v02_r04.cdf,2,4,3,ok
2016-08-16,yes,mvn_lpw_l2_mrgscpot_20160816_v02_r05.cdf,2,5,3,ok
2016-08-17,yes,mvn_lpw_l2_mrgscpot_20160817_v02_r04.cdf,2,4,3,ok
2016-08-18,yes,mvn_lpw_l2_mrgscpot_20160818_v02_r05.cdf,2,5,3,ok
2016-08-19,yes,mvn_lpw_l2_mrgscpot_20160819_v02_r05.cdf,2,5,3,ok
2016-08-20,yes,mvn_lpw_l2_mrgscpot_20160820_v02_r04.cdf,2,4,3,ok
2016-08-21,yes,mvn_lpw_l2_mrgscpot_20160821_v02_r04.cdf,2,4,3,ok
2016-08-22,yes,mvn_lpw_l2_mrgscpot_20160822_v02_r04.cdf,2,4,3,ok
2016-08-23,yes,mvn_lpw_l2_mrgscpot_20160823_v02_r04.cdf,2,4,3,ok
2016-08-24,yes,mvn_lpw_l2_mrgscpot_20160824_v02_r04.cdf,2,4,3,ok
2016-08-25,yes,mvn_lpw_l2_mrgscpot_20160825_v02_r04.cdf,2,4,3,ok
2016-08-26,yes,mvn_lpw_l2_mrgscpot_20160826_v02_r04.cdf,2,4,3,ok
2016-08-27,yes,mvn_lpw_l2_mrgscpot_20160827_v02_r04.cdf,2,4,3,ok
2016-08-28,yes,mvn_lpw_l2_mrgscpot_20160828_v02_r04.cdf,2,4,3,ok
2016-08-29,yes,mvn_lpw_l2_mrgscpot_20160829_v02_r04.cdf,2,4,3,ok
2016-08-30,yes,mvn_lpw_l2_mrgscpot_20160830_v02_r04.cdf,2,4,3,ok
2016-08-31,yes,mvn_lpw_l2_mrgscpot_20160831_v02_r04.cdf,2,4,3,ok
2016-09-01,yes,mvn_lpw_l2_mrgscpot_20160901_v02_r05.cdf,2,5,3,ok
2016-09-02,yes,mvn_lpw_l2_mrgscpot_20160902_v02_r05.cdf,2,5,3,ok
2016-09-03,yes,mvn_lpw_l2_mrgscpot_20160903_v02_r05.cdf,2,5,3,ok
2016-09-04,yes,mvn_lpw_l2_mrgscpot_20160904_v02_r05.cdf,2,5,3,ok
2016-09-05,yes,mvn_lpw_l2_mrgscpot_20160905_v02_r05.cdf,2,5,3,ok
2016-09-06,yes,mvn_lpw_l2_mrgscpot_20160906_v02_r05.cdf,2,5,3,ok
2016-09-07,yes,mvn_lpw_l2_mrgscpot_20160907_v02_r05.cdf,2,5,3,ok
2016-09-08,yes,mvn_lpw_l2_mrgscpot_20160908_v02_r05.cdf,2,5,3,ok
2016-09-09,yes,mvn_lpw_l2_mrgscpot_20160909_v02_r05.cdf,2,5,3,ok
2016-09-10,yes,mvn_lpw_l2_mrgscpot_20160910_v02_r05.cdf,2,5,3,ok
2016-09-11,yes,mvn_lpw_l2_mrgscpot_20160911_v02_r05.cdf,2,5,3,ok
2016-09-12,yes,mvn_lpw_l2_mrgscpot_20160912_v02_r02.cdf,2,2,3,ok
2016-09-13,yes,mvn_lpw_l2_mrgscpot_20160913_v02_r05.cdf,2,5,3,ok
2016-09-14,yes,mvn_lpw_l2_mrgscpot_20160914_v02_r05.cdf,2,5,3,ok
2016-09-15,yes,mvn_lpw_l2_mrgscpot_20160915_v02_r05.cdf,2,5,3,ok
2016-09-16,yes,mvn_lpw_l2_mrgscpot_20160916_v02_r05.cdf,2,5,3,ok
2016-09-17,yes,mvn_lpw_l2_mrgscpot_20160917_v02_r05.cdf,2,5,10,ok
2016-09-18,yes,mvn_lpw_l2_mrgscpot_20160918_v02_r05.cdf,2,5,3,ok
2016-09-19,yes,mvn_lpw_l2_mrgscpot_20160919_v02_r05.cdf,2,5,3,ok
2016-09-20,yes,mvn_lpw_l2_mrgscpot_20160920_v02_r05.cdf,2,5,3,ok
2016-09-21,yes,mvn_lpw_l2_mrgscpot_20160921_v02_r05.cdf,2,5,3,ok
2016-09-22,yes,mvn_lpw_l2_mrgscpot_20160922_v02_r05.cdf,2,5,3,ok
2016-09-23,yes,mvn_lpw_l2_mrgscpot_20160923_v02_r05.cdf,2,5,3,ok
2016-09-24,yes,mvn_lpw_l2_mrgscpot_20160924_v02_r05.cdf,2,5,3,ok
2016-09-25,yes,mvn_lpw_l2_mrgscpot_20160925_v02_r04.cdf,2,4,3,ok
2016-09-26,yes,mvn_lpw_l2_mrgscpot_20160926_v02_r04.cdf,2,4,3,ok
2016-09-27,yes,mvn_lpw_l2_mrgscpot_20160927_v02_r04.cdf,2,4,3,ok
2016-09-28,yes,mvn_lpw_l2_mrgscpot_20160928_v02_r04.cdf,2,4,3,ok
2016-09-29,yes,mvn_lpw_l2_mrgscpot_20160929_v02_r04.cdf,2,4,3,ok
2016-09-30,yes,mvn_lpw_l2_mrgscpot_20160930_v02_r05.cdf,2,5,3,ok
2016-10-01,yes,mvn_lpw_l2_mrgscpot_20161001_v02_r06.cdf,2,6,3,ok
2016-10-02,yes,mvn_lpw_l2_mrgscpot_20161002_v02_r06.cdf,2,6,3,ok
2016-10-03,yes,mvn_lpw_l2_mrgscpot_20161003_v02_r06.cdf,2,6,3,ok
2016-10-04,yes,mvn_lpw_l2_mrgscpot_20161004_v02_r06.cdf,2,6,3,ok
2016-10-05,yes,mvn_lpw_l2_mrgscpot_20161005_v02_r06.cdf,2,6,7,ok
2016-10-06,yes,mvn_lpw_l2_mrgscpot_20161006_v02_r06.cdf,2,6,3,ok
2016-10-07,yes,mvn_lpw_l2_mrgscpot_20161007_v02_r06.cdf,2,6,3,ok
2016-10-08,yes,mvn_lpw_l2_mrgscpot_20161008_v02_r06.cdf,2,6,3,ok
2016-10-09,yes,mvn_lpw_l2_mrgscpot_20161009_v02_r06.cdf,2,6,3,ok
2016-10-10,yes,mvn_lpw_l2_mrgscpot_20161010_v02_r07.cdf,2,7,3,ok
2016-10-11,yes,mvn_lpw_l2_mrgscpot_20161011_v02_r06.cdf,2,6,3,ok
2016-10-12,yes,mvn_lpw_l2_mrgscpot_20161012_v02_r06.cdf,2,6,3,ok
2016-10-13,yes,mvn_lpw_l2_mrgscpot_20161013_v02_r06.cdf,2,6,3,ok
2016-10-14,yes,mvn_lpw_l2_mrgscpot_20161014_v02_r06.cdf,2,6,3,ok
2016-10-15,yes,mvn_lpw_l2_mrgscpot_20161015_v02_r06.cdf,2,6,3,ok
2016-10-16,yes,mvn_lpw_l2_mrgscpot_20161016_v02_r06.cdf,2,6,3,ok
2016-10-17,yes,mvn_lpw_l2_mrgscpot_20161017_v02_r06.cdf,2,6,3,ok
2016-10-18,yes,mvn_lpw_l2_mrgscpot_20161018_v02_r06.cdf,2,6,3,ok
2016-10-19,yes,mvn_lpw_l2_mrgscpot_20161019_v02_r06.cdf,2,6,3,ok
2016-10-20,yes,mvn_lpw_l2_mrgscpot_20161020_v02_r06.cdf,2,6,3,ok
2016-10-21,yes,mvn_lpw_l2_mrgscpot_20161021_v02_r06.cdf,2,6,3,ok
2016-10-22,yes,mvn_lpw_l2_mrgscpot_20161022_v02_r06.cdf,2,6,3,ok
2016-10-23,yes,mvn_lpw_l2_mrgscpot_20161023_v02_r06.cdf,2,6,3,ok
2016-10-24,yes,mvn_lpw_l2_mrgscpot_20161024_v02_r06.cdf,2,6,3,ok
2016-10-25,yes,mvn_lpw_l2_mrgscpot_20161025_v02_r06.cdf,2,6,3,ok
2016-10-26,yes,mvn_lpw_l2_mrgscpot_20161026_v02_r06.cdf,2,6,3,ok
2016-10-27,yes,mvn_lpw_l2_mrgscpot_20161027_v02_r06.cdf,2,6,3,ok
2016-10-28,yes,mvn_lpw_l2_mrgscpot_20161028_v02_r06.cdf,2,6,3,ok
2016-10-29,yes,mvn_lpw_l2_mrgscpot_20161029_v02_r06.cdf,2,6,3,ok
2016-10-30,yes,mvn_lpw_l2_mrgscpot_20161030_v02_r05.cdf,2,5,3,ok
2016-10-31,yes,mvn_lpw_l2_mrgscpot_20161031_v02_r05.cdf,2,5,3,ok
2016-11-01,yes,mvn_lpw_l2_mrgscpot_20161101_v02_r06.cdf,2,6,10,ok
2016-11-02,yes,mvn_lpw_l2_mrgscpot_20161102_v02_r06.cdf,2,6,10,ok
2016-11-03,yes,mvn_lpw_l2_mrgscpot_20161103_v02_r06.cdf,2,6,10,ok
2016-11-04,yes,mvn_lpw_l2_mrgscpot_20161104_v02_r06.cdf,2,6,3,ok
2016-11-05,yes,mvn_lpw_l2_mrgscpot_20161105_v02_r06.cdf,2,6,3,ok
2016-11-06,yes,mvn_lpw_l2_mrgscpot_20161106_v02_r05.cdf,2,5,3,ok
2016-11-07,yes,mvn_lpw_l2_mrgscpot_20161107_v02_r05.cdf,2,5,3,ok
2016-11-08,yes,mvn_lpw_l2_mrgscpot_20161108_v02_r06.cdf,2,6,3,ok
2016-11-09,yes,mvn_lpw_l2_mrgscpot_20161109_v02_r05.cdf,2,5,3,ok
2016-11-10,yes,mvn_lpw_l2_mrgscpot_20161110_v02_r05.cdf,2,5,3,ok
2016-11-11,yes,mvn_lpw_l2_mrgscpot_20161111_v02_r05.cdf,2,5,3,ok
2016-11-12,yes,mvn_lpw_l2_mrgscpot_20161112_v02_r05.cdf,2,5,3,ok
2016-11-13,yes,mvn_lpw_l2_mrgscpot_20161113_v02_r05.cdf,2,5,3,ok
2016-11-14,yes,mvn_lpw_l2_mrgscpot_20161114_v02_r05.cdf,2,5,3,ok
2016-11-15,yes,mvn_lpw_l2_mrgscpot_20161115_v02_r05.cdf,2,5,3,ok
2016-11-16,yes,mvn_lpw_l2_mrgscpot_20161116_v02_r05.cdf,2,5,3,ok
2016-11-17,yes,mvn_lpw_l2_mrgscpot_20161117_v02_r05.cdf,2,5,3,ok
2016-11-18,yes,mvn_lpw_l2_mrgscpot_20161118_v02_r04.cdf,2,4,3,ok
2016-11-19,yes,mvn_lpw_l2_mrgscpot_20161119_v02_r04.cdf,2,4,3,ok
2016-11-20,yes,mvn_lpw_l2_mrgscpot_20161120_v02_r04.cdf,2,4,3,ok
2016-11-21,yes,mvn_lpw_l2_mrgscpot_20161121_v02_r04.cdf,2,4,3,ok
2016-11-22,yes,mvn_lpw_l2_mrgscpot_20161122_v02_r04.cdf,2,4,3,ok
2016-11-23,yes,mvn_lpw_l2_mrgscpot_20161123_v02_r04.cdf,2,4,3,ok
2016-11-24,yes,mvn_lpw_l2_mrgscpot_20161124_v02_r04.cdf,2,4,3,ok
2016-11-25,yes,mvn_lpw_l2_mrgscpot_20161125_v02_r04.cdf,2,4,3,ok
2016-11-26,yes,mvn_lpw_l2_mrgscpot_20161126_v02_r04.cdf,2,4,3,ok
2016-11-27,yes,mvn_lpw_l2_mrgscpot_20161127_v02_r04.cdf,2,4,3,ok
2016-11-28,yes,mvn_lpw_l2_mrgscpot_20161128_v02_r05.cdf,2,5,3,ok
2016-11-29,yes,mvn_lpw_l2_mrgscpot_20161129_v02_r05.cdf,2,5,3,ok
2016-11-30,yes,mvn_lpw_l2_mrgscpot_20161130_v02_r05.cdf,2,5,3,ok
2016-12-01,yes,mvn_lpw_l2_mrgscpot_20161201_v02_r05.cdf,2,5,10,ok
2016-12-02,yes,mvn_lpw_l2_mrgscpot_20161202_v02_r05.cdf,2,5,3,ok
2016-12-03,yes,mvn_lpw_l2_mrgscpot_20161203_v02_r04.cdf,2,4,3,ok
2016-12-04,yes,mvn_lpw_l2_mrgscpot_20161204_v02_r04.cdf,2,4,3,ok
2016-12-05,yes,mvn_lpw_l2_mrgscpot_20161205_v02_r05.cdf,2,5,3,ok
2016-12-06,yes,mvn_lpw_l2_mrgscpot_20161206_v02_r05.cdf,2,5,3,ok
2016-12-07,yes,mvn_lpw_l2_mrgscpot_20161207_v02_r04.cdf,2,4,3,ok
2016-12-08,yes,mvn_lpw_l2_mrgscpot_20161208_v02_r04.cdf,2,4,3,ok
2016-12-09,yes,mvn_lpw_l2_mrgscpot_20161209_v02_r04.cdf,2,4,3,ok
2016-12-10,yes,mvn_lpw_l2_mrgscpot_20161210_v02_r04.cdf,2,4,3,ok
2016-12-11,yes,mvn_lpw_l2_mrgscpot_20161211_v02_r04.cdf,2,4,3,ok
2016-12-12,yes,mvn_lpw_l2_mrgscpot_20161212_v02_r04.cdf,2,4,3,ok
2016-12-13,yes,mvn_lpw_l2_mrgscpot_20161213_v02_r04.cdf,2,4,3,ok
2016-12-14,yes,mvn_lpw_l2_mrgscpot_20161214_v02_r05.cdf,2,5,3,ok
2016-12-15,yes,mvn_lpw_l2_mrgscpot_20161215_v02_r05.cdf,2,5,3,ok
2016-12-16,yes,mvn_lpw_l2_mrgscpot_20161216_v02_r04.cdf,2,4,3,ok
2016-12-17,yes,mvn_lpw_l2_mrgscpot_20161217_v02_r04.cdf,2,4,3,ok
2016-12-18,yes,mvn_lpw_l2_mrgscpot_20161218_v02_r04.cdf,2,4,3,ok
2016-12-19,yes,mvn_lpw_l2_mrgscpot_20161219_v02_r04.cdf,2,4,3,ok
2016-12-20,yes,mvn_lpw_l2_mrgscpot_20161220_v02_r04.cdf,2,4,3,ok
2016-12-21,yes,mvn_lpw_l2_mrgscpot_20161221_v02_r04.cdf,2,4,3,ok
2016-12-22,yes,mvn_lpw_l2_mrgscpot_20161222_v02_r04.cdf,2,4,3,ok
2016-12-23,yes,mvn_lpw_l2_mrgscpot_20161223_v02_r04.cdf,2,4,3,ok
2016-12-24,yes,mvn_lpw_l2_mrgscpot_20161224_v02_r04.cdf,2,4,3,ok
2016-12-25,yes,mvn_lpw_l2_mrgscpot_20161225_v02_r04.cdf,2,4,3,ok
2016-12-26,yes,mvn_lpw_l2_mrgscpot_20161226_v02_r04.cdf,2,4,3,ok
2016-12-27,yes,mvn_lpw_l2_mrgscpot_20161227_v02_r04.cdf,2,4,3,ok
2016-12-28,yes,mvn_lpw_l2_mrgscpot_20161228_v02_r04.cdf,2,4,3,ok
2016-12-29,yes,mvn_lpw_l2_mrgscpot_20161229_v02_r04.cdf,2,4,3,ok
2016-12-30,yes,mvn_lpw_l2_mrgscpot_20161230_v02_r04.cdf,2,4,3,ok
2016-12-31,yes,mvn_lpw_l2_mrgscpot_20161231_v02_r02.cdf,2,2,3,ok
2017-01-01,yes,mvn_lpw_l2_mrgscpot_20170101_v02_r04.cdf,2,4,7,ok
2017-01-02,yes,mvn_lpw_l2_mrgscpot_20170102_v02_r09.cdf,2,9,3,ok
2017-01-03,yes,mvn_lpw_l2_mrgscpot_20170103_v02_r08.cdf,2,8,3,ok
2017-01-04,yes,mvn_lpw_l2_mrgscpot_20170104_v02_r08.cdf,2,8,3,ok
2017-01-05,yes,mvn_lpw_l2_mrgscpot_20170105_v02_r08.cdf,2,8,3,ok
2017-01-06,yes,mvn_lpw_l2_mrgscpot_20170106_v02_r08.cdf,2,8,3,ok
2017-01-07,yes,mvn_lpw_l2_mrgscpot_20170107_v02_r08.cdf,2,8,3,ok
2017-01-08,yes,mvn_lpw_l2_mrgscpot_20170108_v02_r08.cdf,2,8,3,ok
