date,exists,filename,version,revision,n_lpw_l2_files,status
2015-07-11,yes,mvn_lpw_l2_mrgscpot_20150711_v02_r02.cdf,2,2,10,ok
2015-07-12,yes,mvn_lpw_l2_mrgscpot_20150712_v02_r02.cdf,2,2,10,ok
2015-07-13,yes,mvn_lpw_l2_mrgscpot_20150713_v02_r02.cdf,2,2,10,ok
2015-07-14,yes,mvn_lpw_l2_mrgscpot_20150714_v02_r02.cdf,2,2,10,ok
2015-07-15,yes,mvn_lpw_l2_mrgscpot_20150715_v02_r02.cdf,2,2,10,ok
2015-07-16,yes,mvn_lpw_l2_mrgscpot_20150716_v02_r02.cdf,2,2,7,ok
2015-07-17,yes,mvn_lpw_l2_mrgscpot_20150717_v02_r02.cdf,2,2,10,ok
2015-07-18,yes,mvn_lpw_l2_mrgscpot_20150718_v02_r02.cdf,2,2,10,ok
2015-07-19,yes,mvn_lpw_l2_mrgscpot_20150719_v02_r02.cdf,2,2,10,ok
2015-07-20,yes,mvn_lpw_l2_mrgscpot_20150720_v02_r02.cdf,2,2,10,ok
2015-07-21,yes,mvn_lpw_l2_mrgscpot_20150721_v02_r02.cdf,2,2,7,ok
2015-07-22,yes,mvn_lpw_l2_mrgscpot_20150722_v02_r02.cdf,2,2,7,ok
2015-07-23,yes,mvn_lpw_l2_mrgscpot_20150723_v02_r02.cdf,2,2,7,ok
2015-07-24,yes,mvn_lpw_l2_mrgscpot_20150724_v02_r02.cdf,2,2,10,ok
2015-07-25,yes,mvn_lpw_l2_mrgscpot_20150725_v02_r02.cdf,2,2,10,ok
2015-07-26,yes,mvn_lpw_l2_mrgscpot_20150726_v02_r02.cdf,2,2,10,ok
2015-07-27,yes,mvn_lpw_l2_mrgscpot_20150727_v02_r02.cdf,2,2,10,ok
2015-07-28,yes,mvn_lpw_l2_mrgscpot_20150728_v02_r02.cdf,2,2,10,ok
2015-07-29,yes,mvn_lpw_l2_mrgscpot_20150729_v02_r02.cdf,2,2,10,ok
2015-07-30,yes,mvn_lpw_l2_mrgscpot_20150730_v02_r02.cdf,2,2,10,ok
2015-07-31,yes,mvn_lpw_l2_mrgscpot_20150731_v02_r02.cdf,2,2,10,ok
2015-08-01,yes,mvn_lpw_l2_mrgscpot_20150801_v02_r02.cdf,2,2,10,ok
2015-08-02,yes,mvn_lpw_l2_mrgscpot_20150802_v02_r02.cdf,2,2,10,ok
2015-08-03,yes,mvn_lpw_l2_mrgscpot_20150803_v02_r02.cdf,2,2,10,ok
2015-08-04,yes,mvn_lpw_l2_mrgscpot_20150804_v02_r02.cdf,2,2,7,ok
2015-08-05,yes,mvn_lpw_l2_mrgscpot_20150805_v02_r02.cdf,2,2,10,ok
2015-08-06,yes,mvn_lpw_l2_mrgscpot_20150806_v02_r02.cdf,2,2,10,ok
2015-08-07,yes,mvn_lpw_l2_mrgscpot_20150807_v02_r02.cdf,2,2,10,ok
2015-08-08,yes,mvn_lpw_l2_mrgscpot_20150808_v02_r02.cdf,2,2,10,ok
2015-08-09,yes,mvn_lpw_l2_mrgscpot_20150809_v02_r02.cdf,2,2,10,ok
2015-08-10,yes,mvn_lpw_l2_mrgscpot_20150810_v02_r02.cdf,2,2,10,ok
2015-08-11,yes,mvn_lpw_l2_mrgscpot_20150811_v02_r02.cdf,2,2,10,ok
2015-08-12,yes,mvn_lpw_l2_mrgscpot_20150812_v02_r02.cdf,2,2,7,ok
2015-08-13,yes,mvn_lpw_l2_mrgscpot_20150813_v02_r02.cdf,2,2,7,ok
2015-08-14,yes,mvn_lpw_l2_mrgscpot_20150814_v02_r02.cdf,2,2,7,ok
2015-08-15,yes,mvn_lpw_l2_mrgscpot_20150815_v02_r02.cdf,2,2,10,ok
2015-08-16,yes,mvn_lpw_l2_mrgscpot_20150816_v02_r02.cdf,2,2,10,ok
2015-08-17,yes,mvn_lpw_l2_mrgscpot_20150817_v02_r02.cdf,2,2,10,ok
2015-08-18,yes,mvn_lpw_l2_mrgscpot_20150818_v02_r02.cdf,2,2,10,ok
2015-08-19,yes,mvn_lpw_l2_mrgscpot_20150819_v02_r02.cdf,2,2,10,ok
2015-08-20,yes,mvn_lpw_l2_mrgscpot_20150820_v02_r02.cdf,2,2,10,ok
2015-08-21,yes,mvn_lpw_l2_mrgscpot_20150821_v02_r02.cdf,2,2,10,ok
2015-08-22,yes,mvn_lpw_l2_mrgscpot_20150822_v02_r02.cdf,2,2,10,ok
2015-08-23,yes,mvn_lpw_l2_mrgscpot_20150823_v02_r02.cdf,2,2,10,ok
2015-08-24,yes,mvn_lpw_l2_mrgscpot_20150824_v02_r02.cdf,2,2,7,ok
2015-08-25,yes,mvn_lpw_l2_mrgscpot_20150825_v02_r02.cdf,2,2,10,ok
2015-08-26,yes,mvn_lpw_l2_mrgscpot_20150826_v02_r02.cdf,2,2,10,ok
2015-08-27,yes,mvn_lpw_l2_mrgscpot_20150827_v02_r02.cdf,2,2,10,ok
2015-08-28,yes,mvn_lpw_l2_mrgscpot_20150828_v02_r02.cdf,2,2,10,ok
2015-08-29,yes,mvn_lpw_l2_mrgscpot_20150829_v02_r02.cdf,2,2,10,ok
2015-08-30,yes,mvn_lpw_l2_mrgscpot_20150830_v02_r02.cdf,2,2,10,ok
2015-08-31,yes,mvn_lpw_l2_mrgscpot_20150831_v02_r02.cdf,2,2,10,ok
2015-09-01,yes,mvn_lpw_l2_mrgscpot_20150901_v02_r02.cdf,2,2,10,ok
2015-09-02,yes,mvn_lpw_l2_mrgscpot_20150902_v02_r02.cdf,2,2,10,ok
2015-09-03,yes,mvn_lpw_l2_mrgscpot_20150903_v02_r02.cdf,2,2,10,ok
2015-09-04,yes,mvn_lpw_l2_mrgscpot_20150904_v02_r02.cdf,2,2,10,ok
2015-09-05,yes,mvn_lpw_l2_mrgscpot_20150905_v02_r02.cdf,2,2,10,ok
2015-09-06,yes,mvn_lpw_l2_mrgscpot_20150906_v02_r02.cdf,2,2,10,ok
2015-09-07,yes,mvn_lpw_l2_mrgscpot_20150907_v02_r02.cdf,2,2,10,ok
2015-09-08,yes,mvn_lpw_l2_mrgscpot_20150908_v02_r02.cdf,2,2,10,ok
2015-09-09,yes,mvn_lpw_l2_mrgscpot_20150909_v02_r02.cdf,2,2,10,ok
2015-09-10,yes,mvn_lpw_l2_mrgscpot_20150910_v02_r02.cdf,2,2,10,ok
2015-09-11,yes,mvn_lpw_l2_mrgscpot_20150911_v02_r02.cdf,2,2,10,ok
2015-09-12,yes,mvn_lpw_l2_mrgscpot_20150912_v02_r02.cdf,2,2,10,ok
2015-09-13,yes,mvn_lpw_l2_mrgscpot_20150913_v02_r02.cdf,2,2,7,ok
2015-09-14,yes,mvn_lpw_l2_mrgscpot_20150914_v02_r02.cdf,2,2,7,ok
2015-09-15,yes,mvn_lpw_l2_mrgscpot_20150915_v02_r02.cdf,2,2,10,ok
2015-09-16,yes,mvn_lpw_l2_mrgscpot_20150916_v02_r02.cdf,2,2,10,ok
2015-09-17,yes,mvn_lpw_l2_mrgscpot_20150917_v02_r02.cdf,2,2,10,ok
2015-09-18,yes,mvn_lpw_l2_mrgscpot_20150918_v02_r02.cdf,2,2,10,ok
2015-09-19,yes,mvn_lpw_l2_mrgscpot_20150919_v02_r02.cdf,2,2,7,ok
2015-09-20,yes,mvn_lpw_l2_mrgscpot_20150920_v02_r02.cdf,2,2,10,ok
2015-09-21,yes,mvn_lpw_l2_mrgscpot_20150921_v02_r02.cdf,2,2,10,ok
2015-09-22,yes,mvn_lpw_l2_mrgscpot_20150922_v02_r02.cdf,2,2,10,ok
2015-09-23,yes,mvn_lpw_l2_mrgscpot_20150923_v02_r02.cdf,2,2,10,ok
2015-09-24,yes,mvn_lpw_l2_mrgscpot_20150924_v02_r02.cdf,2,2,10,ok
2015-09-25,yes,mvn_lpw_l2_mrgscpot_20150925_v02_r02.cdf,2,2,10,ok
2015-09-26,yes,mvn_lpw_l2_mrgscpot_20150926_v02_r02.cdf,2,2,10,ok
2015-09-27,yes,mvn_lpw_l2_mrgscpot_20150927_v02_r02.cdf,2,2,10,ok
2015-09-28,yes,mvn_lpw_l2_mrgscpot_20150928_v02_r02.cdf,2,2,10,ok
2015-09-29,yes,mvn_lpw_l2_mrgscpot_20150929_v02_r02.cdf,2,2,10,ok
2015-09-30,yes,mvn_lpw_l2_mrgscpot_20150930_v02_r02.cdf,2,2,7,ok
2015-10-01,yes,mvn_lpw_l2_mrgscpot_20151001_v02_r02.cdf,2,2,10,ok
2015-10-02,yes,mvn_lpw_l2_mrgscpot_20151002_v02_r02.cdf,2,2,10,ok
2015-10-03,yes,mvn_lpw_l2_mrgscpot_20151003_v02_r03.cdf,2,3,10,ok
2015-10-04,yes,mvn_lpw_l2_mrgscpot_20151004_v02_r02.cdf,2,2,10,ok
2015-10-05,yes,mvn_lpw_l2_mrgscpot_20151005_v02_r02.cdf,2,2,10,ok
2015-10-06,yes,mvn_lpw_l2_mrgscpot_20151006_v02_r02.cdf,2,2,10,ok
2015-10-07,yes,mvn_lpw_l2_mrgscpot_20151007_v02_r02.cdf,2,2,10,ok
2015-10-08,yes,mvn_lpw_l2_mrgscpot_20151008_v02_r02.cdf,2,2,10,ok
2015-10-09,yes,mvn_lpw_l2_mrgscpot_20151009_v02_r02.cdf,2,2,10,ok
2015-10-10,yes,mvn_lpw_l2_mrgscpot_20151010_v02_r02.cdf,2,2,7,ok
2015-10-11,yes,mvn_lpw_l2_mrgscpot_20151011_v02_r02.cdf,2,2,10,ok
2015-10-12,yes,mvn_lpw_l2_mrgscpot_20151012_v02_r02.cdf,2,2,10,ok
2015-10-13,yes,mvn_lpw_l2_mrgscpot_20151013_v02_r02.cdf,2,2,10,ok
2015-10-14,yes,mvn_lpw_l2_mrgscpot_20151014_v02_r02.cdf,2,2,10,ok
2015-10-15,yes,mvn_lpw_l2_mrgscpot_20151015_v02_r02.cdf,2,2,10,ok
2015-10-16,yes,mvn_lpw_l2_mrgscpot_20151016_v02_r02.cdf,2,2,10,ok
2015-10-17,yes,mvn_lpw_l2_mrgscpot_20151017_v02_r02.cdf,2,2,10,ok
2015-10-18,yes,mvn_lpw_l2_mrgscpot_20151018_v02_r02.cdf,2,2,10,ok
2015-10-19,yes,mvn_lpw_l2_mrgscpot_20151019_v02_r02.cdf,2,2,10,ok
2015-10-20,yes,mvn_lpw_l2_mrgscpot_20151020_v02_r02.cdf,2,2,10,ok
2015-10-21,yes,mvn_lpw_l2_mrgscpot_20151021_v02_r02.cdf,2,2,10,ok
2015-10-22,yes,mvn_lpw_l2_mrgscpot_20151022_v02_r02.cdf,2,2,10,ok
2015-10-23,yes,mvn_lpw_l2_mrgscpot_20151023_v02_r02.cdf,2,2,10,ok
2015-10-24,yes,mvn_lpw_l2_mrgscpot_20151024_v02_r02.cdf,2,2,10,ok
2015-10-25,yes,mvn_lpw_l2_mrgscpot_20151025_v02_r02.cdf,2,2,10,ok
2015-10-26,yes,mvn_lpw_l2_mrgscpot_20151026_v02_r02.cdf,2,2,10,ok
2015-10-27,yes,mvn_lpw_l2_mrgscpot_20151027_v02_r02.cdf,2,2,10,ok
2015-10-28,yes,mvn_lpw_l2_mrgscpot_20151028_v02_r02.cdf,2,2,10,ok
2015-10-29,yes,mvn_lpw_l2_mrgscpot_20151029_v02_r02.cdf,2,2,10,ok
2015-10-30,yes,mvn_lpw_l2_mrgscpot_20151030_v02_r02.cdf,2,2,10,ok
2015-10-31,yes,mvn_lpw_l2_mrgscpot_20151031_v02_r02.cdf,2,2,10,ok
2015-11-01,yes,mvn_lpw_l2_mrgscpot_20151101_v02_r02.cdf,2,2,10,ok
2015-11-02,yes,mvn_lpw_l2_mrgscpot_20151102_v02_r02.cdf,2,2,10,ok
2015-11-03,yes,mvn_lpw_l2_mrgscpot_20151103_v02_r02.cdf,2,2,10,ok
2015-11-04,yes,mvn_lpw_l2_mrgscpot_20151104_v02_r02.cdf,2,2,10,ok
2015-11-05,yes,mvn_lpw_l2_mrgscpot_20151105_v02_r02.cdf,2,2,10,ok
2015-11-06,yes,mvn_lpw_l2_mrgscpot_20151106_v02_r02.cdf,2,2,10,ok
2015-11-07,yes,mvn_lpw_l2_mrgscpot_20151107_v02_r02.cdf,2,2,10,ok
2015-11-08,yes,mvn_lpw_l2_mrgscpot_20151108_v02_r02.cdf,2,2,10,ok
2015-11-09,yes,mvn_lpw_l2_mrgscpot_20151109_v02_r02.cdf,2,2,10,ok
2015-11-10,yes,mvn_lpw_l2_mrgscpot_20151110_v02_r02.cdf,2,2,10,ok
2015-11-11,yes,mvn_lpw_l2_mrgscpot_20151111_v02_r02.cdf,2,2,7,ok
2015-11-12,yes,mvn_lpw_l2_mrgscpot_20151112_v02_r02.cdf,2,2,10,ok
2015-11-13,yes,mvn_lpw_l2_mrgscpot_20151113_v02_r02.cdf,2,2,10,ok
2015-11-14,yes,mvn_lpw_l2_mrgscpot_20151114_v02_r02.cdf,2,2,10,ok
2015-11-15,yes,mvn_lpw_l2_mrgscpot_20151115_v02_r02.cdf,2,2,10,ok
2015-11-16,yes,mvn_lpw_l2_mrgscpot_20151116_v02_r02.cdf,2,2,10,ok
2015-11-17,yes,mvn_lpw_l2_mrgscpot_20151117_v02_r02.cdf,2,2,10,ok
2015-11-18,yes,mvn_lpw_l2_mrgscpot_20151118_v02_r02.cdf,2,2,10,ok
2015-11-19,yes,mvn_lpw_l2_mrgscpot_20151119_v02_r02.cdf,2,2,10,ok
2015-11-20,yes,mvn_lpw_l2_mrgscpot_20151120_v02_r02.cdf,2,2,10,ok
2015-11-21,yes,mvn_lpw_l2_mrgscpot_20151121_v02_r02.cdf,2,2,10,ok
2015-11-22,yes,mvn_lpw_l2_mrgscpot_20151122_v02_r02.cdf,2,2,10,ok
2015-11-23,yes,mvn_lpw_l2_mrgscpot_20151123_v02_r02.cdf,2,2,10,ok
2015-11-24,yes,mvn_lpw_l2_mrgscpot_20151124_v02_r02.cdf,2,2,10,ok
2015-11-25,yes,mvn_lpw_l2_mrgscpot_20151125_v02_r02.cdf,2,2,7,ok
2015-11-26,yes,mvn_lpw_l2_mrgscpot_20151126_v02_r02.cdf,2,2,7,ok
2015-11-27,yes,mvn_lpw_l2_mrgscpot_20151127_v02_r02.cdf,2,2,7,ok
2015-11-28,yes,mvn_lpw_l2_mrgscpot_20151128_v02_r02.cdf,2,2,10,ok
2015-11-29,yes,mvn_lpw_l2_mrgscpot_20151129_v02_r02.cdf,2,2,7,ok
2015-11-30,yes,mvn_lpw_l2_mrgscpot_20151130_v02_r03.cdf,2,3,7,ok
2015-12-01,yes,mvn_lpw_l2_mrgscpot_20151201_v02_r02.cdf,2,2,7,ok
2015-12-02,yes,mvn_lpw_l2_mrgscpot_20151202_v02_r02.cdf,2,2,7,ok
2015-12-03,yes,mvn_lpw_l2_mrgscpot_20151203_v02_r02.cdf,2,2,10,ok
2015-12-04,yes,mvn_lpw_l2_mrgscpot_20151204_v02_r02.cdf,2,2,7,ok
2015-12-05,yes,mvn_lpw_l2_mrgscpot_20151205_v02_r02.cdf,2,2,7,ok
2015-12-06,yes,mvn_lpw_l2_mrgscpot_20151206_v02_r02.cdf,2,2,7,ok
2015-12-07,yes,mvn_lpw_l2_mrgscpot_20151207_v02_r02.cdf,2,2,7,ok
2015-12-08,yes,mvn_lpw_l2_mrgscpot_20151208_v02_r02.cdf,2,2,10,ok
2015-12-09,yes,mvn_lpw_l2_mrgscpot_20151209_v02_r02.cdf,2,2,10,ok
2015-12-10,yes,mvn_lpw_l2_mrgscpot_20151210_v02_r02.cdf,2,2,3,ok
2015-12-11,yes,mvn_lpw_l2_mrgscpot_20151211_v02_r02.cdf,2,2,3,ok
2015-12-12,yes,mvn_lpw_l2_mrgscpot_20151212_v02_r02.cdf,2,2,3,ok
2015-12-13,yes,mvn_lpw_l2_mrgscpot_20151213_v02_r02.cdf,2,2,3,ok
2015-12-14,yes,mvn_lpw_l2_mrgscpot_20151214_v02_r02.cdf,2,2,3,ok
2015-12-15,yes,mvn_lpw_l2_mrgscpot_20151215_v02_r02.cdf,2,2,3,ok
2015-12-16,yes,mvn_lpw_l2_mrgscpot_20151216_v02_r02.cdf,2,2,3,ok
2015-12-17,yes,mvn_lpw_l2_mrgscpot_20151217_v02_r02.cdf,2,2,3,ok
2015-12-18,yes,mvn_lpw_l2_mrgscpot_20151218_v02_r02.cdf,2,2,3,ok
2015-12-19,yes,mvn_lpw_l2_mrgscpot_20151219_v02_r02.cdf,2,2,3,ok
2015-12-20,yes,mvn_lpw_l2_mrgscpot_20151220_v02_r02.cdf,2,2,3,ok
2015-12-21,yes,mvn_lpw_l2_mrgscpot_20151221_v02_r02.cdf,2,2,3,ok
2015-12-22,yes,mvn_lpw_l2_mrgscpot_20151222_v02_r02.cdf,2,2,3,ok
2015-12-23,yes,mvn_lpw_l2_mrgscpot_20151223_v02_r02.cdf,2,2,9,ok
2015-12-24,yes,mvn_lpw_l2_mrgscpot_20151224_v02_r02.cdf,2,2,3,ok
2015-12-25,yes,mvn_lpw_l2_mrgscpot_20151225_v02_r02.cdf,2,2,3,ok
2015-12-26,yes,mvn_lpw_l2_mrgscpot_20151226_v02_r02.cdf,2,2,3,ok
2015-12-27,yes,mvn_lpw_l2_mrgscpot_20151227_v02_r02.cdf,2,2,3,ok
2015-12-28,yes,mvn_lpw_l2_mrgscpot_20151228_v02_r02.cdf,2,2,3,ok
2015-12-29,yes,mvn_lpw_l2_mrgscpot_20151229_v02_r02.cdf,2,2,3,ok
2015-12-30,yes,mvn_lpw_l2_mrgscpot_20151230_v02_r02.cdf,2,2,3,ok
2015-12-31,yes,mvn_lpw_l2_mrgscpot_20151231_v02_r02.cdf,2,2,3,ok
2016-01-01,yes,mvn_lpw_l2_mrgscpot_20160101_v02_r02.cdf,2,2,3,ok
2016-01-02,yes,mvn_lpw_l2_mrgscpot_20160102_v02_r02.cdf,2,2,3,ok
2016-01-03,yes,mvn_lpw_l2_mrgscpot_20160103_v02_r02.cdf,2,2,3,ok
2016-01-04,yes,mvn_lpw_l2_mrgscpot_20160104_v02_r02.cdf,2,2,3,ok
2016-01-05,yes,mvn_lpw_l2_mrgscpot_20160105_v02_r02.cdf,2,2,3,ok
2016-01-06,yes,mvn_lpw_l2_mrgscpot_20160106_v02_r02.cdf,2,2,3,ok
2016-01-07,yes,mvn_lpw_l2_mrgscpot_20160107_v02_r02.cdf,2,2,3,ok
2016-01-08,yes,mvn_lpw_l2_mrgscpot_20160108_v02_r02.cdf,2,2,3,ok
2016-01-09,yes,mvn_lpw_l2_mrgscpot_20160109_v02_r02.cdf,2,2,3,ok
2016-01-10,yes,mvn_lpw_l2_mrgscpot_20160110_v02_r02.cdf,2,2,3,ok
2016-01-11,yes,mvn_lpw_l2_mrgscpot_20160111_v02_r02.cdf,2,2,3,ok
2016-01-12,yes,mvn_lpw_l2_mrgscpot_20160112_v02_r02.cdf,2,2,3,ok
2016-01-13,yes,mvn_lpw_l2_mrgscpot_20160113_v02_r02.cdf,2,2,3,ok
2016-01-14,yes,mvn_lpw_l2_mrgscpot_20160114_v02_r02.cdf,2,2,3,ok
2016-01-15,yes,mvn_lpw_l2_mrgscpot_20160115_v02_r02.cdf,2,2,3,ok
2016-01-16,yes,mvn_lpw_l2_mrgscpot_20160116_v02_r02.cdf,2,2,3,ok
2016-01-17,yes,mvn_lpw_l2_mrgscpot_20160117_v02_r02.cdf,2,2,3,ok
2016-01-18,yes,mvn_lpw_l2_mrgscpot_20160118_v02_r02.cdf,2,2,3,ok
2016-01-19,yes,mvn_lpw_l2_mrgscpot_20160119_v02_r02.cdf,2,2,3,ok
2016-01-20,yes,mvn_lpw_l2_mrgscpot_20160120_v02_r02.cdf,2,2,3,ok
2016-01-21,yes,mvn_lpw_l2_mrgscpot_20160121_v02_r02.cdf,2,2,3,ok
2016-01-22,yes,mvn_lpw_l2_mrgscpot_20160122_v02_r02.cdf,2,2,3,ok
2016-01-23,yes,mvn_lpw_l2_mrgscpot_20160123_v02_r02.cdf,2,2,3,ok
2016-01-24,yes,mvn_lpw_l2_mrgscpot_20160124_v02_r02.cdf,2,2,3,ok
2016-01-25,yes,mvn_lpw_l2_mrgscpot_20160125_v02_r02.cdf,2,2,3,ok
2016-01-26,yes,mvn_lpw_l2_mrgscpot_20160126_v02_r02.cdf,2,2,3,ok
2016-01-27,yes,mvn_lpw_l2_mrgscpot_20160127_v02_r02.cdf,2,2,3,ok
2016-01-28,yes,mvn_lpw_l2_mrgscpot_20160128_v02_r02.cdf,2,2,3,ok
2016-01-29,yes,mvn_lpw_l2_mrgscpot_20160129_v02_r02.cdf,2,2,3,ok
2016-01-30,yes,mvn_lpw_l2_mrgscpot_20160130_v02_r02.cdf,2,2,3,ok
2016-01-31,yes,mvn_lpw_l2_mrgscpot_20160131_v02_r02.cdf,2,2,3,ok
2016-02-01,yes,mvn_lpw_l2_mrgscpot_20160201_v02_r02.cdf,2,2,3,ok
2016-02-02,yes,mvn_lpw_l2_mrgscpot_20160202_v02_r02.cdf,2,2,7,ok
2016-02-03,yes,mvn_lpw_l2_mrgscpot_20160203_v02_r02.cdf,2,2,3,ok
2016-02-04,yes,mvn_lpw_l2_mrgscpot_20160204_v02_r02.cdf,2,2,3,ok
2016-02-05,yes,mvn_lpw_l2_mrgscpot_20160205_v02_r02.cdf,2,2,3,ok
2016-02-06,yes,mvn_lpw_l2_mrgscpot_20160206_v02_r02.cdf,2,2,3,ok
2016-02-07,yes,mvn_lpw_l2_mrgscpot_20160207_v02_r02.cdf,2,2,3,ok
2016-02-08,yes,mvn_lpw_l2_mrgscpot_20160208_v02_r02.cdf,2,2,3,ok
2016-02-09,yes,mvn_lpw_l2_mrgscpot_20160209_v02_r02.cdf,2,2,3,ok
2016-02-10,yes,mvn_lpw_l2_mrgscpot_20160210_v02_r02.cdf,2,2,3,ok
2016-02-11,yes,mvn_lpw_l2_mrgscpot_20160211_v02_r02.cdf,2,2,3,ok
2016-02-12,yes,mvn_lpw_l2_mrgscpot_20160212_v02_r02.cdf,2,2,3,ok
2016-02-13,yes,mvn_lpw_l2_mrgscpot_20160213_v02_r02.cdf,2,2,3,ok
2016-02-14,yes,mvn_lpw_l2_mrgscpot_20160214_v02_r02.cdf,2,2,3,ok
2016-02-15,yes,mvn_lpw_l2_mrgscpot_20160215_v02_r02.cdf,2,2,3,ok
2016-02-16,yes,mvn_lpw_l2_mrgscpot_20160216_v02_r02.cdf,2,2,3,ok
2016-02-17,yes,mvn_lpw_l2_mrgscpot_20160217_v02_r02.cdf,2,2,3,ok
2016-02-18,yes,mvn_lpw_l2_mrgscpot_20160218_v02_r02.cdf,2,2,3,ok
2016-02-19,yes,mvn_lpw_l2_mrgscpot_20160219_v02_r02.cdf,2,2,3,ok
2016-02-20,yes,mvn_lpw_l2_mrgscpot_20160220_v02_r02.cdf,2,2,3,ok
2016-02-21,yes,mvn_lpw_l2_mrgscpot_20160221_v02_r02.cdf,2,2,3,ok
2016-02-22,yes,mvn_lpw_l2_mrgscpot_20160222_v02_r02.cdf,2,2,3,ok
2016-02-23,yes,mvn_lpw_l2_mrgscpot_20160223_v02_r02.cdf,2,2,3,ok
2016-02-24,yes,mvn_lpw_l2_mrgscpot_20160224_v02_r02.cdf,2,2,3,ok
2016-02-25,yes,mvn_lpw_l2_mrgscpot_20160225_v02_r02.cdf,2,2,3,ok
2016-02-26,yes,mvn_lpw_l2_mrgscpot_20160226_v02_r02.cdf,2,2,3,ok
2016-02-27,yes,mvn_lpw_l2_mrgscpot_20160227_v02_r02.cdf,2,2,3,ok
2016-02-28,yes,mvn_lpw_l2_mrgscpot_20160228_v02_r02.cdf,2,2,3,ok
2016-02-29,yes,mvn_lpw_l2_mrgscpot_20160229_v02_r02.cdf,2,2,3,ok
2016-03-01,yes,mvn_lpw_l2_mrgscpot_20160301_v02_r02.cdf,2,2,3,ok
2016-03-02,yes,mvn_lpw_l2_mrgscpot_20160302_v02_r02.cdf,2,2,3,ok
2016-03-03,yes,mvn_lpw_l2_mrgscpot_20160303_v02_r02.cdf,2,2,3,ok
2016-03-04,yes,mvn_lpw_l2_mrgscpot_20160304_v02_r02.cdf,2,2,3,ok
2016-03-05,yes,mvn_lpw_l2_mrgscpot_20160305_v02_r02.cdf,2,2,3,ok
2016-03-06,yes,mvn_lpw_l2_mrgscpot_20160306_v02_r02.cdf,2,2,3,ok
2016-03-07,yes,mvn_lpw_l2_mrgscpot_20160307_v02_r02.cdf,2,2,3,ok
2016-03-08,yes,mvn_lpw_l2_mrgscpot_20160308_v02_r02.cdf,2,2,3,ok
2016-03-09,yes,mvn_lpw_l2_mrgscpot_20160309_v02_r02.cdf,2,2,3,ok
2016-03-10,yes,mvn_lpw_l2_mrgscpot_20160310_v02_r02.cdf,2,2,3,ok
2016-03-11,yes,mvn_lpw_l2_mrgscpot_20160311_v02_r02.cdf,2,2,3,ok
2016-03-12,yes,mvn_lpw_l2_mrgscpot_20160312_v02_r02.cdf,2,2,3,ok
2016-03-13,yes,mvn_lpw_l2_mrgscpot_20160313_v02_r02.cdf,2,2,3,ok
2016-03-14,yes,mvn_lpw_l2_mrgscpot_20160314_v02_r02.cdf,2,2,3,ok
2016-03-15,yes,mvn_lpw_l2_mrgscpot_20160315_v02_r02.cdf,2,2,3,ok
2016-03-16,yes,mvn_lpw_l2_mrgscpot_20160316_v02_r02.cdf,2,2,3,ok
2016-03-17,yes,mvn_lpw_l2_mrgscpot_20160317_v02_r02.cdf,2,2,3,ok
2016-03-18,yes,mvn_lpw_l2_mrgscpot_20160318_v02_r02.cdf,2,2,3,ok
2016-03-19,yes,mvn_lpw_l2_mrgscpot_20160319_v02_r02.cdf,2,2,3,ok
2016-03-20,yes,mvn_lpw_l2_mrgscpot_20160320_v02_r02.cdf,2,2,3,ok
2016-03-21,yes,mvn_lpw_l2_mrgscpot_20160321_v02_r02.cdf,2,2,3,ok
2016-03-22,yes,mvn_lpw_l2_mrgscpot_20160322_v02_r02.cdf,2,2,10,ok
2016-03-23,yes,mvn_lpw_l2_mrgscpot_20160323_v02_r02.cdf,2,2,10,ok
2016-03-24,yes,mvn_lpw_l2_mrgscpot_20160324_v02_r02.cdf,2,2,3,ok
2016-03-25,yes,mvn_lpw_l2_mrgscpot_20160325_v02_r02.cdf,2,2,3,ok
2016-03-26,yes,mvn_lpw_l2_mrgscpot_20160326_v02_r03.cdf,2,3,3,ok
2016-03-27,yes,mvn_lpw_l2_mrgscpot_20160327_v02_r02.cdf,2,2,3,ok
2016-03-28,yes,mvn_lpw_l2_mrgscpot_20160328_v02_r02.cdf,2,2,3,ok
2016-03-29,yes,mvn_lpw_l2_mrgscpot_20160329_v02_r02.cdf,2,2,3,ok
2016-03-30,yes,mvn_lpw_l2_mrgscpot_20160330_v02_r02.cdf,2,2,3,ok
2016-03-31,yes,mvn_lpw_l2_mrgscpot_20160331_v02_r02.cdf,2,2,3,ok
2016-04-01,yes,mvn_lpw_l2_mrgscpot_20160401_v02_r02.cdf,2,2,3,ok
2016-04-02,yes,mvn_lpw_l2_mrgscpot_20160402_v02_r02.cdf,2,2,3,ok
2016-04-03,yes,mvn_lpw_l2_mrgscpot_20160403_v02_r02.cdf,2,2,3,ok
2016-04-04,yes,mvn_lpw_l2_mrgscpot_20160404_v02_r02.cdf,2,2,3,ok
2016-04-05,yes,mvn_lpw_l2_mrgscpot_20160405_v02_r02.cdf,2,2,3,ok
2016-04-06,yes,mvn_lpw_l2_mrgscpot_20160406_v02_r02.cdf,2,2,4,ok
2016-04-07,yes,mvn_lpw_l2_mrgscpot_20160407_v02_r02.cdf,2,2,3,ok
2016-04-08,yes,mvn_lpw_l2_mrgscpot_20160408_v02_r02.cdf,2,2,3,ok
2016-04-09,yes,mvn_lpw_l2_mrgscpot_20160409_v02_r02.cdf,2,2,3,ok
